,0,1,2,3
2193,"Whats Love Got To Do With It (From ""Supercop"")", Warren G Featuring Adina Howard,N/A,1996
2194,I Dont Need Your Love, Angelina,spotify:track:2OP627zExZ2BoXlh5cyzut,1996
2195,Naked Eye, Luscious Jackson,spotify:track:6YtkOhiHmf46w1noltVnF2,1996
2196,Music Makes Me High, Lost Boyz,spotify:track:7MAUQy99aM2AutCLYPj2Cb,1996
2197,Use Your Heart, SWV,spotify:track:5mCQirG6bW3iDN0gpdoxrP,1996
2198,Everything Falls Apart/Small Wonders, dog's eye view,N/A,1996
2199,Just The Way (Playas Play), Alfonzo Hunter,N/A,1996
2200,One Sweet Day, Mariah Carey & Boyz II Men,spotify:track:418kh9Nx9wbaSC63kCDPMw,1995
2201,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")", Whitney Houston,spotify:track:6tX2FpWyxS5lhMGEkL5UsU,1995
2202,Hey Lover, LL Cool J,spotify:track:5wG7d4cNogw0ETKaICPEYA,1995
2203,"Gangstas Paradise (From ""Dangerous Minds"")", Coolio Featuring L.V.,N/A,1995
2204,Fantasy, Mariah Carey,spotify:track:6xkryXuiZU360Lngd4sx13,1995
2205,Diggin On You, TLC,spotify:track:2W2vmNmTLERMWT9XBxm35E,1995
2206,I Got Id/Long Road, Pearl Jam,N/A,1995
2207,Name, Goo Goo Dolls,spotify:track:1G8jae4jD8mwkXdodqHsBM,1995
2208,Youll See, Madonna,spotify:track:0Fb8sdyNluLawg08N1zs48,1995
2209,Breakfast At Tiffanys, Deep Blue Something,spotify:track:1uzWOoJdADfstQuFtQFTUn,1995
2210,Runaway, Janet Jackson,spotify:track:6A7Pxv4QjHRuzmuf4Skam9,1995
2211,Before You Walk Out Of My Life/Like This And Like That, Monica,N/A,1995
2212,You Remind Me Of Something, R. Kelly,spotify:track:01rYWOpu72uFQORnWN84C3,1995
2213,Missing, Everything But The Girl,spotify:track:79WrmdVsLbwRTUCiH7cPsa,1995
2214,Tell Me, Groove Theory,spotify:track:2lp8xjq0WTm3HZKHuDEweg,1995
2215,One Of Us, Joan Osborne,spotify:track:1xNmF1Uep5OGutizZSbKvd,1995
2216,Beautiful Life, Ace Of Base,spotify:track:74jTexO94dFGyXGyeu8krd,1995
2217,Back For Good, Take That,spotify:track:4CPTAJth9JiuKYaMIemmDD,1995
2218,As I Lay Me Down, Sophie B. Hawkins,spotify:track:6S8ZXzeXsfCj8qi9179McI,1995
2219,Only Wanna Be With You, Hootie & The Blowfish,spotify:track:1OFKUn2VLafrHj7ybnap0Q,1995
2220,Carnival, Natalie Merchant,spotify:track:4QXhRjZacZ1gZUeL7Ukktw,1995
2221,Kiss From A Rose, Seal,spotify:track:3YKptz29AsOlm7WAVnztBh,1995
2222,Who Can I Run To, Xscape,spotify:track:0wdaPticLmmqJdhgLDJ9zI,1995
2223,Roll To Me, Del Amitri,spotify:track:7LF0YY1gON8rBECsyEs0Wb,1995
2224,Id Lie For You (And Thats The Truth), Meat Loaf,spotify:track:1FeChgMIl4gmwtPMKCj9pV,1995
2225,Anything, 3T,spotify:track:2AtBXRPCZhtIqSGF5ap33B,1995
2226,Time, Hootie & The Blowfish,spotify:track:1N0UflnZhn7xOkrN2l8zxx,1995
2227,Bullet With Butterfly Wings, The Smashing Pumpkins,spotify:track:4qMzPtAZe0C9KWpWIzvZAP,1995
2228,Soon As I Get Home, Faith Evans,spotify:track:6SkGfPa77E4giShVbk9N6R,1995
2229,Run-Around, Blues Traveler,spotify:track:3y8rEUEUdmAcPCpPoLotnO,1995
2230,Dreaming Of You, Selena,spotify:track:5EL8hqM8YQJHKKnzGdahly,1995
2231,Tonites Tha Night, Kris Kross,spotify:track:38bTjekNUk3TMLeJbQmQ4H,1995
2232,Be My Lover, La Bouche,spotify:track:7FoUzKTSQp25oe32pY9z5p,1995
2233,Blessed, Elton John,spotify:track:7cBikvmY2ZYM0eQlQGOwQu,1995
2234,Set U Free, Planet Soul,spotify:track:3lX3jXOthWEzahVB1JSC2D,1995
2235,Love U 4 Life, Jodeci,spotify:track:02D9uD9WQb834Lb54xCvDS,1995
2236,Too Hot, Coolio,spotify:track:2pAP4u8SWwdBn9Pf7Kw7Fd,1995
2237,December, Collective Soul,spotify:track:4wx38D1Y9vv9WG3T0J6lTA,1995
2238,I Can Love You Like That, All-4-One,spotify:track:4OnZR9U5JRFGF1Yza9j579,1995
2239,The World I Know, Collective Soul,spotify:track:794pcMq18sBEsmwjRq0aOI,1995
2240,Hook, Blues Traveler,spotify:track:0ZhSQIDIv0CWVc0Vt1aiBm,1995
2241,"Natural One (From ""Kids"")", Folk Implosion,N/A,1995
2242,Waterfalls, TLC,spotify:track:6qspW4YKycviDFjHBOaqUY,1995
2243,Wonder, Natalie Merchant,spotify:track:5Hz6aGrZZizNBoJ6kE6Rqi,1995
2244,No One Else, Total,spotify:track:2IOQOWr4P14saZqZlM7k84,1995
2245,Pretty Girl, Jon B,spotify:track:15CWHmExq00wqaOeQX7uiB,1995
2246,Cell Therapy, Goodie Mob,spotify:track:1rJrDaAVtS9g5ij4T88Rj5,1995
2247,Danger, Blahzay Blahzay,spotify:track:5hHdrN23SMuJkAsoyUcN24,1995
2248,Ill Be There For You/This House Is Not A Home, The Rembrandts,spotify:track:1lfjTOtTRUDkzcmahA4lcs,1995
2249,Do You Sleep?, Lisa Loeb & Nine Stories,spotify:track:43RL5EuY4yHXDKIbvtHWJ7,1995
2250,Just Tah Let U Know, Eazy-E,spotify:track:6ZZOVqeM7Cvpxjv9zqvFt5,1995
2251,Where Ever You Are, Terry Ellis,spotify:track:2AyRyaIASwwqE7RNVCedss,1995
2252,Comedown, Bush,spotify:track:2ox1STg6AbcEHoHWlFtFwr,1995
2253,You Are Not Alone, Michael Jackson,spotify:track:3AoeaZs8dFemFJr3JdzOL0,1995
2254,Get Together, Big Mountain,spotify:track:7Jivh0vTRGrCVOz55GDYJ4,1995
2255,Brokenhearted, Brandy,spotify:track:6AzzMupvtP4u4B8d5OWVUi,1995
2256,Nobody Knows, The Tony Rich Project,spotify:track:2PsHIonOTmX6bSrzIJSjyS,1995
2257,Come With Me, Shai,spotify:track:09s7AzC1vXpkIBS8xphJgP,1995
2258,When Love & Hate Collide, Def Leppard,spotify:track:1bCMeYi91d4TH2Z5tJMW0c,1995
2259,Sexual Healing, Max-A-Million,spotify:track:5jlrIjN2ZIXP3DArFVJcNM,1995
2260,Cruisin, D'Angelo,spotify:track:2voXNGgRrosxCJA6foTVau,1995
2261,Ridin Low, L.A.D.,spotify:track:3PT25AfBT85mAQxqwyaLSh,1995
2262,I Remember, Boyz II Men,spotify:track:7D9weSaGzJe6j4MDxAdjFp,1995
2263,"I Like It, I Love It", Tim McGraw,spotify:track:3IvcWWehbBcBR4YZxlGM9R,1995
2264,Throw Your Hands Up, L.V.,spotify:track:5AQXqGCGr4AIKsWDMv18YB,1995
2265,Macarena (Bayside Boys Mix), Los Del Rio,spotify:track:2GhA8OAODRkEMUq8RYgCeF,1995
2266,Hooked On You, Silk,spotify:track:31lLKnvcv9OLCq9uQoxOzb,1995
2267,Incarcerated Scarfaces/Ice Cream, Raekwon,N/A,1995
2268,Magic Carpet Ride, The Mighty Dub Katz,spotify:track:2lQ8WY3El1usUM2k3JjNuc,1995
2269,I Will Remember You (Live), Sarah McLachlan,spotify:track:0xzDbdFFnPz9CiQ0YZMq4K,1995
2270,Rosealia, Better Than Ezra,spotify:track:2NlX2HYLvnqpD8v1sBOUyK,1995
2271,We Got It, Immature (Featuring Smooth),N/A,1995
2272,Runnin, The Pharcyde,spotify:track:0XgpiStoxq1IJncYlPrvZ5,1995
2273,Sentimental, Deborah Cox,spotify:track:7bAJZIFbhpBinsMUr4sh7H,1995
2274,"I Miss You (Come Back Home) (From ""New York Undercover"")", Monifah,N/A,1995
2275,Solitude, Edwin McCain,spotify:track:6uBuOIQ8IXwahQav3ueeXt,1995
2276,East 1999, Bone Thugs-N-Harmony,spotify:track:55RXcZ0Mpwt97vj2Angnn1,1995
2277,Aint Nuthin But A She Thing, Salt-N-Pepa,spotify:track:1lGnllvnFVs8NGLEAWKI5W,1995
2278,Automatic Lover (Call For Love), Real McCoy,spotify:track:7CEPvXcCMeCSBrMI72ayLm,1995
2279,Just A Girl, No Doubt,spotify:track:5lWRaa0fBxDE5yU91npPq7,1995
2280,Fast Life, Kool G Rap,spotify:track:4TyOdHslAsrWZyXuStT2Ay,1995
2281,"Beware Of My Crew (From ""A Thin Line Between Love And Hate"")", L.B.C. Crew Feat. Tray D & South Sentrell,N/A,1995
2282,Throw Your Set In The Air, Cypress Hill,spotify:track:2ZbkuRu7IsTM8YYfJzjBba,1995
2283,Boom Boom Boom, The Outhere Brothers,spotify:track:3zg4stPJlbNSBPA8HJzLZA,1995
2284,Hurricane, The Click,spotify:track:5qiDen4GXbcZixkS114QXw,1995
2285,(If Youre Not In It For Love) Im Outta Here!/The Woman In Me, Shania Twain,spotify:track:6Lst3nF4McKOTLSLuTvLhw,1995
2286,"A Girl Like You (From ""Empire Records"")", Edwyn Collins,N/A,1995
2287,Gold, Prince,spotify:track:4T4LmWdE2hMng2X9MC2MC7,1995
2288,Wings Of The Morning, Capleton,spotify:track:6NY8PMePZSyy2YPzJlhO7H,1995
2289,A Mover La Colita, Artie The 1 Man Party,N/A,1995
2290,Weve Got It Goin On, Backstreet Boys,spotify:track:2rtDTRFjBoqyj2rgi5mOAF,1995
2291,Friends Of P., The Rentals,spotify:track:5NjIog0vXS0VBWa5a94vzJ,1995
2292,Already Missing You," Gerald Levert & Eddie Levert, Sr.",N/A,1995
2293,Heaven, Solo,spotify:track:5Xv3eesPSCo1YVdU2RePWe,1995
2294,"The Riddler (From ""Batman Forever"")", Method Man,spotify:track:0GzXo2jahyCJbyTEo5fqCB,1995
2295,It Matters To Me, Faith Hill,spotify:track:3rXdABev6vQtBCElztIl7m,1995
2296,Sometimes I Miss You So Much (Dedicated To The Christ Consciousness), P.M. Dawn,N/A,1995
2297,"Summertime In The LBC (From ""The Show"")", The Dove Shack,N/A,1995
2298,1st Of Tha Month, Bone Thugs-N-Harmony,spotify:track:1dF5Y2dd7Wm4wZKvVjWBpr,1995
2299,Runaway, The Corrs,spotify:track:6csX1JjmeoLhGqMBXGnZF0,1995
2300,"Here Comes The Hotstepper (From ""Ready To Wear"")", Ini Kamoze,N/A,1994
2301,On Bended Knee, Boyz II Men,spotify:track:7MYmo0JJJDmu4MZTSAF9y3,1994
2302,Another Night, Real McCoy,spotify:track:3pEuO9J2MTEmec8kUfYYvl,1994
2303,Always, Bon Jovi,spotify:track:4JAJV4D2902ZQL4A63Q2fe,1994
2304,Creep, TLC,spotify:track:1aWV3uY3SIEZVbmv45oFWS,1994
2305,Ill Make Love To You, Boyz II Men,spotify:track:61sQYdFNS6sEBYCyr1q5gn,1994
2306,I Wanna Be Down, Brandy,spotify:track:6N9uyMZf9pbNOuomveWscp,1994
2307,You Want This/70s Love Groove, Janet Jackson,N/A,1994
2308,Secret, Madonna,spotify:track:15FcP9qwmIKqaD5NhfhNpu,1994
2309,Before I Let You Go, BLACKstreet,spotify:track:2rkVoKVEMuct8SmEIGKzBw,1994
2310,Im The Only One, Melissa Etheridge,spotify:track:4veE1jrMbVSy9FRCiYDGkD,1994
2311,All I Wanna Do, Sheryl Crow,spotify:track:3ZpQiJ78LKINrW9SQTgbXd,1994
2312,Tootsee Roll, 69 Boyz,spotify:track:0SAIjVOwxVnO1l9HGvLuOU,1994
2313,Sukiyaki, 4PM,N/A,1994
2314,"Turn The Beat Around (From ""The Specialist"")", Gloria Estefan,spotify:track:7c1Bvtl2u7t2aTU3wj22Gi,1994
2315,You Gotta Be, Des'ree,spotify:track:6CU0zWIWVTEnmWpSjVHM93,1994
2316,Short Dick Man, 20 Fingers Featuring Gillette,N/A,1994
2317,Take A Bow, Madonna,spotify:track:7izFzcBTx3DVXFeFYDeZKB,1994
2318,100% Pure Love, Crystal Waters,spotify:track:65tvJYGmF4hbQbVpoB0a9H,1994
2319,Practice What You Preach, Barry White,spotify:track:3lwRoU1ihAVDijk0rGLTXl,1994
2320,Ill Stand By You, Pretenders,spotify:track:3Nf8oGn1okobzjDcFCvT6n,1994
2321,Never Lie, Immature,spotify:track:62utntNdsx80hraXA5ha0Q,1994
2322,The Sweetest Days, Vanessa Williams,spotify:track:2aw72RcR4WQvmA9bICK8QZ,1994
2323,"December 1963 (Oh, What A Night)", The 4 Seasons,N/A,1994
2324,"Whats The Frequency, Kenneth?", R.E.M.,spotify:track:1yStBw3HI2pnjbO3ihq33N,1994
2325,The Rhythm Of The Night, Corona,spotify:track:0ofMkI3jzmGCElAOgOLeo3,1994
2326,Living In Danger, Ace Of Base,spotify:track:5ICwDM1fzgqv7HNFUIjPyx,1994
2327,Every Day Of The Week, Jade,spotify:track:7gRPARHLsDZaf3QxSTuKT8,1994
2328,Wild Night, John Mellencamp With Me'Shell Ndegeocello,spotify:track:0kCrmyzFtsC5ksTxL7OC7Z,1994
2329,I Belong To You/How Many Ways, Toni Braxton,N/A,1994
2330,Hold My Hand, Hootie & The Blowfish,spotify:track:4WnYuVFXe6Si4fZqkxbnvS,1994
2331,Flava In Ya Ear, Craig Mack,spotify:track:4JYUDRtPZuVNi7FAnbHyux,1994
2332,When Can I See You, Babyface,spotify:track:2zItQNJrVrTioXTXWiI2ed,1994
2333,You Dont Know How It Feels, Tom Petty,spotify:track:7MooGz4ZPE4bNxjFegR6Jx,1994
2334,"New Age Girl (From ""Dumb And Dumber"")", Deadeye Dick,N/A,1994
2335,"Shame (From ""A Low Down Dirty Shame"")", Zhane,N/A,1994
2336,Be Happy, Mary J. Blige,spotify:track:5X82VFLvjpeWQlTSShqqj0,1994
2337,Thuggish Ruggish Bone, Bone Thugs-N-Harmony,spotify:track:7qHAjAL7CpadaZLamuBZRm,1994
2338,Constantly, Immature,spotify:track:2Ht2XbOKEay5ogJbDk3i9q,1994
2339,Playaz Club, Rappin' 4-Tay,spotify:track:4ZYM6R5nOZywxACY90Bsla,1994
2340,When We Dance, Sting,spotify:track:4rwjuEJmy7XfPcDQZmSmpX,1994
2341,Come To My Window, Melissa Etheridge,spotify:track:4LmlGaGTEbTGE5VngAbpA3,1994
2342,I Never Seen A Man Cry (aka I Seen A Man Die), Scarface,N/A,1994
2343,Fa All Yall, Da Brat,spotify:track:1zAfYrddgjP1NmkdX7Lo6B,1994
2344,Bring The Pain, Method Man,spotify:track:3F3R4uyTMkX9jRCEVVmdz6,1994
2345,Far Behind, Candlebox,spotify:track:3mhOmh4tRKsMfnRmgZfeBm,1994
2346,"U Will Know (From ""Jasons Lyric"")", B.M.U. (Black Men United),N/A,1994
2347,"Circle Of Life (From ""The Lion King"")", Elton John,spotify:track:5vKkaZHPzuqQheytfKuXzp,1994
2348,Blind Man, Aerosmith,spotify:track:0sjPYRacvarCBduZaKdbJW,1994
2349,The Most Beautifullest Thing In This World, Keith Murray,spotify:track:4YwdeZPiTDjjBINwQD6mWB,1994
2350,Dance Naked, John Mellencamp,spotify:track:58rOG3IdxaUdoTXQEqFtHD,1994
2351,Do You See, Warren G,spotify:track:2e3YoddL43UkaSqhYGqfKz,1994
2352,Mental Picture, Jon Secada,spotify:track:0hEkipXZzPEgGSABUcM8hI,1994
2353,Foolin Around, Changing Faces,spotify:track:1jkAxE1qKoy9BsrOlTpIke,1994
2354,I Miss You, N2U,N/A,1994
2355,Lucas With The Lid Off, Lucas,spotify:track:5rId1L9uns3ivmbG1vc4lx,1994
2356,Somethings Always Wrong, Toad The Wet Sprocket,spotify:track:1W02KkFerpTBP29RKIt2c4,1994
2357,If You Love Me, Brownstone,spotify:track:0BTGqPIW9acmhhUmENkq5r,1994
2358,"Girl, Youll Be A Woman Soon (From ""Pulp Fiction"")", Urge Overkill,N/A,1994
2359,Lucky One, Amy Grant,spotify:track:7dcTSq2HC4kzvcWFcSfJy1,1994
2360,Juicy/Unbelievable, The Notorious B.I.G.,spotify:track:14zpTN39s1y9Mb0RrXiSFC,1994
2361,Doll Parts, Hole,spotify:track:49t1GWE6ZiEoBgN92oMDdM,1994
2362,House Of Love, Amy Grant With Vince Gill,spotify:track:1grYzG5mEG9yKtXpZtR0uB,1994
2363,At Your Best (You Are Love), Aaliyah,spotify:track:4lRrk574qIHpoEEKC1zuam,1994
2364,Black Coffee, Heavy D & The Boyz,spotify:track:42eQvQg4NO1wRuZ5h8QB8M,1994
2365,Endless Love, Luther Vandross & Mariah Carey,spotify:track:0YMnXr5yClt7QCA8F40BKC,1994
2366,Always And Forever, Luther Vandross,spotify:track:3xvcFlh6hHqxyiAFkqpsjZ,1994
2367,Fade Into You, Mazzy Star,spotify:track:1LzNfuep1bnAUR9skqdHCK,1994
2368,Get Up On It, Keith Sweat (Featuring Kut Klose),N/A,1994
2369,Get Over It, Eagles,spotify:track:1GhVpKu1USc8T6mFaumfV4,1994
2370,Kitty Kitty, 69 Boyz,spotify:track:4n8d6mjEugRMTBI7mjiHIY,1994
2371,Get Ready For This, 2 Unlimited,spotify:track:5W6B0EnexwJAr4E25Q6pTb,1994
2372,(I Could Only) Whisper Your Name," Harry Connick, Jr.",spotify:track:68EKUNtzGVapUS30PJDVKs,1994
2373,Missing You, Steve Perry,spotify:track:1iwFYbXq7q0cOOet8uyfb8,1994
2374,Mishale, Andru Donalds,spotify:track:6byGncpFasBdOu9N4SoGdq,1994
2375,"I Can Go Deep (From ""A Low Down Dirty Shame"")", Silk,N/A,1994
2376,Out Of Tears, The Rolling Stones,spotify:track:3mP4j0qZkutkxDN4zgbtnA,1994
2377,But Its Alright, Huey Lewis & The News,spotify:track:3u9dY0p6YCAUpoDh79TAwl,1994
2378,In The House Of Stone And Light, Martin Page,spotify:track:1QlIB0pkLKR8vEDSW7r42t,1994
2379,Supernova, Liz Phair,spotify:track:0xQ8FPMnv2mG9VhTgpxn2R,1994
2380,Tic Toc, Lords Of The Underground,spotify:track:70MIcS5eLolVxvCK3l9Tzk,1994
2381,Biological Didnt Bother, Shaquille O'Neal,spotify:track:1XkAMb9xkBEQCwJaccjlpb,1994
2382,Pickup Man, Joe Diffie,spotify:track:3QvOV1QYPPre7gjppKyeON,1994
2383,She Dont Use Jelly, The Flaming Lips,spotify:track:1dJuteDIOkGfDSN7zPkzNv,1994
2384,Picture Postcards From L.A., Joshua Kadison,spotify:track:4MNSdVgRmPVraQ1eqNoVg2,1994
2385,Till You Love Me, Reba McEntire,spotify:track:0KqNGYMQgLKaEbtMfKjqAb,1994
2386,Body & Soul, Anita Baker,spotify:track:2vkPbprJ4BTjF9p4wiKFgi,1994
2387,Back Up Off Me!, Doctor Dre & Ed Lover,N/A,1994
2388,You Suck, The Murmurs,N/A,1994
2389,I See It Now, Tracy Lawrence,spotify:track:4h1oxHwo7BD2Yjv4g6WQ42,1994
2390,Pimp Of The Year, Dru Down,spotify:track:5f8KgDZ8aQKQii0U1qdRbC,1994
2391,Undone - The Sweater Song, Weezer,spotify:track:6FxbwB6o1MKOy0dHvxNr2W,1994
2392,Promise Me, Lil Suzy,spotify:track:6lAfRvgL1Cn1VcBnTw8HDu,1994
2393,Breakdown, Fu-Schnickens,spotify:track:30ddL5qZgnFlIQnqIFe9ir,1994
2394,Bad Reputation, Freedy Johnston,spotify:track:5aNAOwr2QoRbvyRG7ZVrhf,1994
2395,Ill Take Her, Ill Al Skratch Featuring Brian McKnight,N/A,1994
2396,Whutcha Want?, Nine,spotify:track:7vl0JjpJNnAHCREOnBKOkW,1994
2397,Redneck Stomp, Jeff Foxworthy,spotify:track:5IoT4k9euck5Odi3QJdvak,1994
2398,Cant Help Myself, Gerald Levert,spotify:track:36YYX5u0EFbAwwhA2YXZxd,1994
2399,Tremor Christ/Spin The Black Circle, Pearl Jam,N/A,1994
2400,Hero, Mariah Carey,spotify:track:4FCb4CUbFCMNRkI6lYc1zI,1993
2401,Again, Janet Jackson,spotify:track:1GrikfH0jDejDvrxo84n4P,1993
2402,All That She Wants, Ace Of Base,spotify:track:6kWJvPfC4DgUpRsXKNa9z9,1993
2403,Id Do Anything For Love (But I Wont Do That), Meat Loaf,spotify:track:391CwgcBxvUHmEKda2b5In,1993
2404,All For Love, Bryan Adams/Rod Stewart/Sting,spotify:track:035aFnfIrO25Hy4PRP6GC7,1993
2405,Gangsta Lean, DRS,spotify:track:7FsrQ9ioJZuTJ9S1ANyl0d,1993
2406,Shoop, Salt-N-Pepa,spotify:track:2c7H254xlKoGhmZT194C0T,1993
2407,Breathe Again, Toni Braxton,spotify:track:1xFliXOpcu7E89AsDAZ7JV,1993
2408,Whats My Name?, Snoop Dogg,spotify:track:5XhkV07Vou38wnrzwURUOC,1993
2409,Said I Loved You...But I Lied, Michael Bolton,spotify:track:2nfMrwg3aRhSAv4HX7IzJL,1993
2410,Please Forgive Me, Bryan Adams,spotify:track:0ZJhQU5neADfzJhXVzZdoa,1993
2411,Can We Talk, Tevin Campbell,spotify:track:6a5jHgwqYMk9wlYJYfs3c9,1993
2412,Whoomp! (There It Is), Tag Team,spotify:track:2b4qmlGvB7msgrK5vgGl9m,1993
2413,Just Kickin It, Xscape,spotify:track:51RvCRzeTqoQgdOBgcpHtT,1993
2414,Keep Ya Head Up, 2Pac,spotify:track:0XRbYXQUymj9SJkrr8YK5B,1993
2415,Linger, The Cranberries,spotify:track:0gEyKnHvgkrkBM6fbeHdwK,1993
2416,Hey Mr. D.J., Zhane,spotify:track:6dEs3CH2goHCTR6XCTctVd,1993
2417,Because The Night," 10,000 Maniacs",spotify:track:5VzvK7YiwWbRePA2JOzhYq,1993
2418,Getto Jam, Domino,spotify:track:2aBTni2iaGVsCEp74wVQjv,1993
2419,Mr. Vain, Culture Beat,spotify:track:4ih3dyFZoeTdaeJW9mPbOI,1993
2420,Never Keeping Secrets, Babyface,spotify:track:7L06pF5o819jflseQ4Wde5,1993
2421,What Is Love, Haddaway,spotify:track:4v6jydWBTAIqnyPVNyOAdc,1993
2422,Cry For You, Jodeci,spotify:track:3RNvMhYFEwpCgPnDGKR5MB,1993
2423,"I Can See Clearly Now (From ""Cool Runnings"")", Jimmy Cliff,N/A,1993
2424,Come Baby Come, K7,spotify:track:0Y6z0WSMQpTpj4kQArPnmK,1993
2425,Dreamlover, Mariah Carey,spotify:track:6HcQZfMrw3KwGyzrKw1Pjy,1993
2426,Sex Me (Parts I & II), R. Kelly,N/A,1993
2427,The Power Of Love, Celine Dion,spotify:track:5kK1Iru9ogP3Iy1zsANU1n,1993
2428,All About Soul, Billy Joel,spotify:track:00p615Q4EFYMIAr055wqRu,1993
2429,"Never Shouldve Let You Go (From ""Sister Act 2"")", Hi-Five,N/A,1993
2430,Time And Chance, Color Me Badd,spotify:track:0JgmNbOGbwQ1gIYXOthuM3,1993
2431,Dreams, Gabrielle,spotify:track:3vmOVIUDPW2sMlZDIlij6O,1993
2432,Jessie, Joshua Kadison,spotify:track:4n8iSiSWRdaSeSpJMbdk9O,1993
2433,U.N.I.T.Y., Queen Latifah,spotify:track:4OxXBAN51tjVBEjSwuWWbv,1993
2434,Cryin, Aerosmith,spotify:track:0NJC0FDCODpPUntRTTQq97,1993
2435,Anniversary, Tony Toni Tone,spotify:track:6PViGgcsQhLPSkMxgoRWLl,1993
2436,Both Sides Of The Story, Phil Collins,spotify:track:4cf7GM8kOiqc0KwDn3GxRa,1993
2437,The River Of Dreams, Billy Joel,spotify:track:30qVCFYKBtAENjTIBA8FPZ,1993
2438,(I Know I Got) Skillz, Shaquille O'Neal,spotify:track:2HyZBaYD5e6k3EfvEbha7x,1993
2439,Sweat (A La La La La Long), Inner Circle,spotify:track:1SssFw74DdHVjRa6ADggdD,1993
2440,No Rain, Blind Melon,spotify:track:6txWz9UapYHVxEd7dDIHXT,1993
2441,Understanding, Xscape,spotify:track:4yKbbM56fLCxwR5CTH6QkP,1993
2442,If, Janet Jackson,spotify:track:0t414ewhjcIiuPVF3QECz2,1993
2443,Slow And Easy, Zapp & Roger,spotify:track:1gx8WJB0qTpA1nxKloIaQ6,1993
2444,Amazing, Aerosmith,spotify:track:6beFuzSjwhOKFZp2aqYDdY,1993
2445,Found Out About You, Gin Blossoms,spotify:track:1p7w5NP0wxPZ7hXxC4fVB0,1993
2446,Wild World, Mr. Big,spotify:track:2kj5f1eRhUFhW6K0qUwoD8,1993
2447,Another Sad Love Song, Toni Braxton,spotify:track:70iDnqYvxCPl3mPd3ddxgD,1993
2448,Real Muthaphuckkin Gs, Eazy-E,spotify:track:53BZ6XygAoubR5DU5w38Vq,1993
2449,"Two Steps Behind (From ""Last Action Hero"")", Def Leppard,N/A,1993
2450,Higher Ground, UB40,spotify:track:3mDoAC8R1miOQ6Ld1NkAYH,1993
2451,Reason To Believe, Rod Stewart,spotify:track:6x5sduIWAaaM0dcWPYcNAF,1993
2452,Let It Snow, Boyz II Men,spotify:track:5jFiyUs5R6kHuKbAs0ZU2s,1993
2453,Cantaloop (Flip Fantasia), US3,spotify:track:2AnTuxahfcAS7dGxGZnihY,1993
2454,Award Tour, A Tribe Called Quest,spotify:track:5YTM7OgQDt9EJAYcfHLniJ,1993
2455,True Love, Elton John & Kiki Dee,spotify:track:70hCPBJMdYSuGcNGOdR8BB,1993
2456,Come Inside, Intro,spotify:track:1XX4xX9rrdaomm4RxAJjZW,1993
2457,Goody Goody, Lisette Melendez,spotify:track:4cFgJuUu4hkwJLB7bBYqoL,1993
2458,Miss You In A Heartbeat, Def Leppard,spotify:track:47jRWT09YkhZXJMuGBYkpb,1993
2459,Ill Be Loving You, Collage,spotify:track:70YbkeMhAqTxOhOwnw3T4p,1993
2460,"Soul To Squeeze (From ""Coneheads"")", Red Hot Chili Peppers,N/A,1993
2461,Hopelessly, Rick Astley,spotify:track:2sZX1XaQOGaOZEQLCzRkCU,1993
2462,Freakit, Das EFX,spotify:track:1A4DjgWzJ839VdFCKE5hBD,1993
2463,Everybody Hurts, R.E.M.,spotify:track:6PypGyiu0Y2lCDBN1XZEnP,1993
2464,God Blessed Texas, Little Texas,spotify:track:4qkshp4FWe0msInDWTbBlR,1993
2465,"Stay (Faraway, So Close!)", U2,spotify:track:1E1ylgIWTW2yE0glywYLb6,1993
2466,Into Your Arms, The Lemonheads,spotify:track:2rD9tU2bws0PgOPsI6aIZo,1993
2467,As Long As I Can Dream, Expose,spotify:track:2WukpFZIJd3HiF0Aos3eXE,1993
2468,Cannonball, The Breeders,spotify:track:2hjGuRIEfEGzQ5MEWLowiU,1993
2469,Yours, Shai,spotify:track:3xSu3S8v206qwhob9N2LGJ,1993
2470,Give It Up, The Goodmen,spotify:track:1908Jp852t3j4MCB4iKdBw,1993
2471,Sentimental, Kenny G,spotify:track:5I7uF6AdRy5SbtHE6k1QJo,1993
2472,"Indo Smoke (From ""Poetic Justice"")", Mista Grimm,spotify:track:63KcYWznO0w3J5wymiT9QK,1993
2473,Really Doe, Ice Cube,spotify:track:1P1drZCIcMAqTMbO2DzImN,1993
2474,Method Man, Wu-Tang Clan,spotify:track:5XLC8xoqyua4U7wJiZAWik,1993
2475,Looking For Mr. Do Right, Jade,spotify:track:6yosQszs2pOEkmGKOqagmN,1993
2476,Send Me A Lover, Taylor Dayne,spotify:track:0WBbBMPdQwAMbPUeCJzmai,1993
2477,Let Me Ride, Dr. Dre,spotify:track:04Tf0AplqcbmxnBWisVaYt,1993
2478,Better Than You, Lisa Keith,spotify:track:0OiHiGMUi1uAXYBEPTKwMB,1993
2479,Fast As You, Dwight Yoakam,spotify:track:6FevJcaJvt5EvsHnuJHBnb,1993
2480,93 til Infinity, Souls Of Mischief,spotify:track:0PV1TFUMTBrDETzW6KQulB,1993
2481,Im Looking For The One (To Be With Me), Jazzy Jeff & The Fresh Prince,spotify:track:4F2T4Jm9OuJO3MGkVWAr8t,1993
